sale_id,store_id
945,1
946,2
947,3
948,2
949,4
950,2
951,5
952,3
953,5
954,5
955,2
956,2
957,4
958,2
959,5
960,1
961,4
962,1
963,5
964,4
965,1
966,3
967,5
968,4
969,2
970,3
971,5
972,2
973,3
974,4
975,1
976,5
977,1
978,2
979,3
980,1
981,3
982,5
983,3
984,5
985,3
986,1
987,5
988,4
989,1
990,4
991,2
992,3
993,5
994,5
995,2
996,4
997,2
998,1
999,1
1000,2
1001,5
1002,3
1003,2
1004,4
1005,5
1006,5
1007,2
1008,2
1009,4
1010,3
1011,2
1012,1
1013,5
1014,4
1015,3
1016,3
1017,5
1018,2
1019,1
1020,5
1021,1
1022,3
1023,1
1024,4
1025,1
1026,2
1027,1
1028,3
1029,2
1030,2
1031,3
1032,5
1033,1
1034,1
1035,2
1036,1
1037,2
1038,5
1039,5
1040,3
1041,2
1042,3
1043,5
1044,2
1045,2
1046,5
1047,4
1048,3
1049,3
1050,3
1051,4
1052,1
1053,3
1054,3
1055,4
1056,1
1057,4
1058,1
1059,3
1060,3
1061,1
1062,3
1063,5
1064,5
1065,5
1066,2
1067,5
1068,2
1069,5
1070,5
1071,1
1072,4
1073,1
1074,5
1075,4
1076,2
1077,1
1078,3
1079,3
1080,2
1081,5
1082,5
1083,5
1084,4
1085,1
1086,3
1087,2
1088,5
1089,1
1090,4
1091,3
1092,3
1093,2
1094,1
1095,1
1096,5
1097,2
1098,2
1099,2
1100,1
1101,2
1102,5
1103,4
1104,1
1105,2
1106,5
1107,1
1108,1
1109,2
1110,5
1111,4
1112,2
1113,3
1114,1
1115,4
1116,1
1117,5
1118,3
1119,2
1120,1
1121,5
1122,1
1123,1
1124,2
1125,3
1126,4
1127,3
1128,4
1129,4
1130,2
1131,4
1132,2
1133,2
1134,5
1135,4
1136,1
1137,5
1138,5
1139,1
1140,3
1141,1
1142,5
1143,1
1144,3
1145,1
1146,3
1147,1
1148,1
1149,4
1150,3
1151,5
1152,3
1153,3
1154,1
1155,2
1156,2
1157,1
1158,1
1159,4
1160,4
1161,4
1162,5
1163,3
1164,5
1165,5
1166,4
1167,1
1168,2
1169,1
1170,4
1171,1
1172,1
1173,3
1174,3
1175,4
1176,2
1177,2
1178,1
1179,4
1180,5
1181,2
1182,3
1183,4
1184,3
1185,4
1186,5
1187,3
1188,4
1189,3
1190,2
1191,2
1192,4
1193,2
1194,1
1195,1
1196,3
1197,3
1198,5
1199,2
1200,2
1201,4
1202,4
1203,5
1204,1
1205,3
1206,4
1207,3
1208,5
1209,3
1210,3
1211,1
1212,4
1213,5
1214,1
1215,1
1216,3
1217,3
1218,1
1219,4
1220,4
1221,4
1222,5
1223,5
1224,5
1225,1
1226,3
1227,1
1228,3
1229,4
1230,2
1231,4
1232,4
1233,4
1234,3
1235,5
1236,4
1237,2
1238,1
1239,3
1240,1
1241,4
1242,1
1243,5
1244,5
1245,1
1246,3
1247,4
1248,2
1249,4
1250,5
1251,3
1252,5
1253,3
1254,4
1255,4
1256,3
1257,2
1258,1
1259,3
1260,1
1261,5
1262,5
1263,5
1264,1
1265,5
1266,3
1267,1
1268,5
1269,2
1270,5
1271,4
1272,3
1273,2
1274,2
1275,3
1276,1
1277,1
1278,5
1279,1
1280,2
1281,1
1282,5
1283,2
1284,1
1285,1
1286,2
1287,2
1288,1
1289,2
1290,1
1291,5
1292,1
1293,4
1294,1
1295,2
1296,1
1297,2
1298,5
1299,3
1300,3
1301,1
1302,4
1303,4
1304,5
1305,4
1306,1
1307,3
1308,3
1309,4
1310,1
1311,2
1312,2
1313,5
1314,4
1315,3
1316,5
1317,1
1318,1
1319,1
1320,2
1321,3
1322,1
1323,1
1324,2
1325,5
1326,4
1327,1
1328,5
1329,5
1330,5
1331,3
1332,1
1333,3
1334,5
1335,2
1336,1
1337,2
1338,3
1339,4
1340,1
1341,2
1342,4
1343,1
1344,4
1345,1
1346,1
1347,1
1348,5
1349,4
1350,4
1351,3
1352,4
1353,5
1354,1
1355,5
1356,1
1357,4
1358,4
1359,2
1360,1
1361,2
1362,4
1363,3
1364,5
1365,1
1366,2
1367,3
1368,5
1369,1
1370,4
1371,3
1372,5
1373,3
1374,2
1375,3
1376,3
1377,2
1378,4
1379,2
1380,1
1381,2
1382,1
1383,2
1384,4
1385,3
1386,4
1387,3
1388,3
1389,3
1390,1
1391,3
1392,3
1393,5
1394,5
1395,2
1396,4
1397,1
1398,2
1399,3
1400,2
1401,5
1402,1
1403,4
1404,4
1405,1
1406,3
1407,4
1408,1
1409,2
1410,5
1411,1
1412,4
1413,4
1414,5
1415,3
1416,1
1417,4
1418,1
1419,5
1420,4
1421,4
1422,3
1423,2
1424,5
1425,5
1426,4
1427,1
1428,4
1429,5
1430,5
1431,4
1432,3
1433,1
1434,5
1435,1
1436,4
1437,3
1438,1
1439,3
1440,1
1441,5
1442,4
1443,4
1444,2
1445,1
1446,3
1447,3
1448,4
1449,1
1450,2
1451,3
1452,5
1453,1
1454,2
1455,2
1456,5
1457,3
1458,3
1459,4
1460,5
1461,3
1462,2
1463,1
1464,3
1465,3
1466,2
1467,2
1468,3
1469,5
1470,2
1471,1
1472,1
1473,4
1474,5
1475,3
1476,4
1477,1
1478,4
1479,5
1480,1
1481,5
1482,5
1483,4
1484,4
1485,1
1486,1
1487,3
1488,4
1489,1
1490,3
1491,5
1492,1
1493,3
1494,1
1495,5
1496,1
1497,4
1498,5
1499,2
1500,3
1501,1
1502,3
1503,1
1504,5
1505,3
1506,2
1507,3
1508,2
1509,1
1510,5
1511,1
1512,5
1513,2
1514,5
1515,1
1516,4
1517,4
1518,2
1519,5
1520,3
1521,4
1522,1
1523,5
1524,2
1525,1
1526,5
1527,3
1528,3
1529,1
1530,2
1531,2
1532,2
1533,3
1534,3
1535,2
1536,4
1537,3
1538,3
1539,2
1540,3
1541,4
1542,2
1543,4
1544,5
1545,1
1546,1
1547,4
1548,3
1549,1
1550,5
1551,1
1552,4
1553,2
1554,2
1555,1
1556,2
1557,4
1558,4
1559,5
1560,2
1561,3
1562,5
1563,1
1564,4
1565,5
1566,1
1567,4
1568,5
1569,5
1570,4
1571,5
1572,4
1573,5
1574,3
1575,3
1576,1
1577,5
1578,4
1579,4
1580,5
1581,3
1582,2
1583,4
1584,3
1585,5
1586,1
1587,2
1588,1
1589,3
1590,1
1591,1
1592,2
1593,2
1594,2
1595,3
1596,5
1597,4
1598,5
1599,5
1600,2
1601,1
1602,4
1603,3
1604,3
1605,2
1606,4
1607,4
1608,3
1609,1
1610,5
1611,1
1612,5
1613,3
1614,4
1615,2
1616,3
1617,5
1618,3
1619,3
1620,3
1621,2
1622,3
1623,2
1624,5
1625,5
1626,2
1627,3
1628,1
1629,2
1630,4
1631,3
1632,3
1633,1
1634,1
1635,2
1636,4
1637,4
1638,2
1639,2
1640,5
1641,2
1642,3
1643,2
1644,4
1645,5
1646,5
1647,1
1648,1
1649,3
1650,4
1651,2
1652,2
1653,5
1654,3
1655,4
1656,3
1657,4
1658,3
1659,2
1660,2
1661,2
1662,4
1663,2
1664,3
1665,4
1666,5
1667,3
1668,4
1669,2
1670,3
1671,1
1672,3
1673,1
1674,3
1675,2
1676,1
1677,1
1678,1
1679,2
1680,5
1681,5
1682,4
1683,3
1684,5
1685,2
1686,4
1687,1
1688,5
1689,4
1690,3
1691,4
1692,5
1693,1
1694,2
1695,1
1696,4
1697,1
1698,5
1699,4
1700,3
1701,2
1702,2
1703,2
1704,3
1705,2
1706,5
1707,1
1708,5
1709,4
1710,1
1711,3
1712,4
1713,1
1714,5
1715,5
1716,5
1717,2
1718,2
1719,1
1720,1
1721,4
1722,5
1723,5
1724,5
1725,5
1726,3
1727,4
1728,5
1729,2
1730,2
1731,1
1732,1
1733,1
1734,2
1735,4
1736,1
1737,2
1738,4
1739,3
1740,4
1741,1
1742,5
1743,4
1744,3
1745,3
1746,5
1747,1
1748,3
1749,4
1750,1
1751,5
1752,4
1753,5
1754,2
1755,5
1756,2
1757,4
1758,3
1759,3
1760,5
1761,1
1762,1
1763,1
1764,3
1765,3
1766,1
1767,5
1768,4
1769,3
1770,4
1771,3
1772,2
1773,4
1774,2
1775,2
1776,3
1777,5
1778,3
1779,2
1780,3
1781,2
1782,3
1783,1
1784,5
1785,5
1786,1
1787,3
1788,3
1789,5
1790,2
1791,5
1792,4
1793,4
1794,3
1795,5
1796,3
1797,4
1798,2
1799,2
1800,2
1801,2
1802,2
1803,2
1804,5
1805,2
1806,2
1807,1
1808,4
1809,4
1810,2
1811,2
1812,4
1813,5
1814,3
1815,3
1816,2
1817,2
1818,3
1819,5
1820,2
1821,4
1822,2
1823,5
1824,3
1825,1
1826,5
1827,5
1828,3
1829,5
1830,4
1831,1
1832,2
1833,2
1834,5
1835,3
1836,5
1837,4
1838,3
1839,1
1840,4
1841,4
1842,1
1843,5
1844,3
1845,1
1846,3
1847,4
1848,4
1849,4
1850,5
1851,5
1852,4
1853,4
1854,5
1855,5
1856,5
1857,2
1858,1
1859,3
1860,2
1861,3
1862,5
1863,1
1864,1
1865,3
1866,5
1867,5
1868,5
1869,3
1870,5
1871,2
1872,3
1873,1
1874,4
1875,5
1876,3
1877,5
1878,3
1879,4
1880,4
1881,5
1882,2
1883,1
1884,4
1885,2
1886,3
1887,5
1888,1
1889,2
1890,3
1891,3
1892,1
1893,2
1894,4
1895,2
1896,1
1897,5
1898,1
1899,2
1900,5
1901,2
1902,2
1903,5
1904,5
1905,2
1906,4
1907,3
1908,5
1909,1
1910,3
1911,1
1912,3
1913,5
1914,4
1915,4
1916,2
1917,2
1918,4
1919,4
1920,4
1921,4
1922,4
1923,4
1924,5
1925,3
1926,5
1927,3
1928,1
1929,5
1930,5
1931,5
1932,3
1933,1
1934,2
1935,5
1936,4
1937,2
1938,5
1939,2
1940,5
1941,3
1942,4
1943,3
1944,5
1945,3
1946,2
1947,5
1948,2
1949,3
1950,2
1951,1
1952,3
1953,3
1954,3
1955,2
1956,2
1957,2
1958,2
1959,3
1960,4
1961,4
1962,3
1963,4
1964,5
1965,1
1966,2
1967,2
1968,4
1969,5
1970,3
1971,2
1972,1
1973,1
1974,1
1975,5
1976,2
1977,4
1978,1
1979,2
1980,2
1981,1
1982,2
1983,1
1984,2
1985,3
1986,2
1987,1
1988,4
1989,4
1990,4
1991,2
1992,1
1993,4
1994,5
1995,1
1996,2
1997,1
1998,2
1999,4
2000,3
2001,5
2002,3
2003,1
2004,1
2005,1
2006,3
2007,5
2008,5
2009,5
2010,2
2011,5
2012,2
2013,2
2014,5
2015,4
2016,4
2017,2
2018,4
2019,1
2020,1
2021,5
2022,4
2023,3
2024,4
2025,3
2026,2
2027,3
2028,1
2029,2
2030,5
2031,3
2032,4
2033,1
2034,1
2035,2
2036,5
2037,3
2038,5
2039,4
2040,3
2041,1
2042,4
2043,3
2044,4
2045,3
2046,3
2047,4
2048,2
2049,4
2050,2
2051,1
2052,1
2053,2
2054,2
2055,3
2056,5
2057,4
2058,4
2059,1
2060,4
2061,2
2062,2
2063,3
2064,3
2065,2
2066,3
2067,2
2068,1
2069,4
2070,1
2071,5
2072,2
2073,4
2074,1
2075,4
2076,3
2077,1
2078,3
2079,5
2080,5
2081,1
2082,3
2083,4
2084,4
2085,3
2086,2
2087,2
2088,2
2089,4
2090,5
2091,2
2092,5
2093,1
2094,2
2095,4
2096,4
2097,2
2098,2
2099,1
2100,2
2101,4
2102,1
2103,3
2104,3
2105,2
2106,2
2107,4
2108,1
2109,2
2110,1
2111,1
2112,5
2113,1
2114,5
2115,5
2116,4
2117,4
2118,3
2119,4
2120,5
2121,5
2122,5
2123,4
2124,4
2125,3
2126,3
2127,1
2128,2
2129,4
2130,1
2131,4
2132,4
2133,3
2134,2
2135,1
2136,4
2137,2
2138,3
2139,3
2140,1
2141,2
2142,4
2143,3
2144,1
2145,4
2146,1
2147,2
2148,3
2149,2
2150,4
2151,3
2152,2
2153,5
2154,4
2155,1
2156,4
2157,5
2158,2
2159,5
2160,3
2161,2
2162,1
2163,2
2164,2
2165,1
2166,4
2167,1
2168,1
2169,1
2170,4
2171,5
2172,4
2173,3
2174,4
2175,3
2176,1
2177,5
2178,5
2179,2
2180,1
2181,2
2182,5
2183,5
2184,1
2185,4
2186,5
2187,5
2188,2
2189,5
2190,3
2191,4
2192,3
2193,5
2194,1
2195,5
2196,2
2197,2
2198,5
2199,1
2200,3
2201,1
2202,2
2203,2
2204,4
2205,2
2206,2
2207,2
2208,2
2209,1
2210,4
2211,5
2212,4
2213,4
2214,4
2215,4
2216,1
2217,5
2218,1
2219,5
2220,1
2221,5
2222,5
2223,3
2224,2
2225,4
2226,2
2227,5
2228,3
2229,2
2230,5
2231,3
2232,2
2233,1
2234,3
2235,5
2236,3
2237,2
2238,2
2239,2
2240,4
2241,5
2242,2
2243,5
2244,3
2245,5
2246,5
2247,5
2248,4
2249,2
2250,2
2251,2
2252,3
2253,1
2254,5
2255,5
2256,5
2257,2
2258,1
2259,3
2260,1
2261,1
2262,2
2263,3
2264,5
2265,5
2266,1
2267,1
2268,5
2269,5
2270,1
2271,5
2272,5
2273,2
2274,3
2275,3
2276,4
2277,2
2278,3
2279,1
2280,5
2281,5
2282,3
2283,4
2284,5
2285,1
2286,3
2287,1
2288,2
2289,3
2290,1
2291,5
2292,3
2293,1
2294,2
2295,4
2296,2
2297,5
2298,3
2299,1
2300,3
2301,5
2302,1
2303,5
2304,4
2305,4
2306,3
2307,3
2308,2
2309,3
2310,1
2311,1
2312,3
2313,4
2314,3
2315,1
2316,4
2317,5
2318,4
2319,4
2320,5
2321,4
2322,5
2323,2
2324,1
2325,5
2326,2
2327,5
2328,5
2329,4
2330,3
2331,2
2332,3
2333,4
2334,1
2335,3
2336,4
2337,3
2338,3
2339,5
2340,4
2341,4
2342,2
2343,2
2344,2
2345,5
2346,2
2347,5
2348,3
2349,1
2350,4
2351,4
2352,5
2353,1
2354,3
2355,1
2356,4
2357,2
2358,2
2359,3
2360,4
2361,2
2362,3
2363,3
2364,3
2365,5
2366,4
2367,4
2368,1
2369,1
2370,3
2371,5
2372,4
2373,5
2374,3
2375,1
2376,3
2377,5
2378,1
2379,3
2380,2
2381,2
2382,2
2383,1
2384,3
2385,1
2386,3
2387,3
2388,5
2389,1
2390,1
2391,5
2392,5
2393,5
2394,5
2395,1
2396,5
2397,2
2398,4
2399,3
2400,1
2401,3
2402,1
2403,4
2404,2
2405,3
2406,4
2407,3
2408,2
2409,5
2410,1
2411,3
2412,4
2413,2
2414,1
2415,1
2416,5
2417,3
2418,3
2419,4
2420,2
2421,3
2422,1
2423,5
2424,2
2425,4
2426,5
2427,2
2428,1
2429,3
2430,4
2431,1
2432,1
2433,1
2434,1
2435,4
2436,2
2437,4
2438,3
2439,1
2440,3
2441,5
2442,3
2443,2
2444,2
2445,1
2446,1
2447,3
2448,5
2449,4
2450,2
2451,5
2452,2
2453,5
2454,2
2455,5
2456,1
2457,4
2458,5
2459,2
2460,2
2461,4
2462,1
2463,4
2464,2
2465,5
2466,3
2467,4
2468,4
2469,5
2470,2
2471,3
2472,2
2473,3
2474,4
2475,2
2476,1
2477,2
2478,4
2479,3
2480,1
2481,2
2482,3
2483,2
2484,2
2485,5
2486,3
2487,4
2488,4
2489,5
2490,4
2491,3
2492,3
2493,4
2494,3
2495,3
2496,3
2497,1
2498,2
2499,4
2500,2
2501,4
2502,2
2503,2
2504,4
2505,2
2506,3
2507,4
2508,2
2509,4
2510,1
2511,2
2512,1
2513,4
2514,2
2515,5
2516,5
2517,3
2518,4
2519,5
2520,5
2521,2
2522,4
2523,4
2524,1
2525,5
2526,5
2527,1
2528,4
2529,4
2530,2
2531,1
2532,2
2533,4
2534,1
2535,4
2536,5
2537,3
2538,5
2539,5
2540,1
2541,2
2542,5
2543,4
2544,3
2545,2
2546,4
2547,4
2548,3
2549,4
2550,2
2551,2
2552,4
2553,5
2554,1
2555,2
2556,3
2557,2
2558,1
2559,5
2560,2
2561,2
2562,3
2563,5
2564,4
2565,3
2566,4
2567,4
2568,3
2569,2
2570,3
2571,4
2572,3
2573,1
2574,4
2575,2
2576,4
2577,3
2578,3
2579,3
2580,1
2581,2
2582,1
2583,3
2584,3
2585,1
2586,5
2587,2
2588,2
2589,3
2590,5
2591,5
2592,5
2593,4
2594,4
2595,5
2596,1
2597,2
2598,3
2599,2
2600,4
2601,4
2602,3
2603,1
2604,2
2605,3
2606,3
2607,3
2608,2
2609,3
2610,2
2611,3
2612,3
2613,5
2614,5
2615,3
2616,2
2617,1
2618,3
2619,1
2620,2
2621,3
2622,4
2623,2
2624,2
2625,5
2626,3
2627,3
2628,1
2629,4
2630,3
2631,5
2632,4
2633,5
2634,5
2635,2
2636,4
2637,5
2638,4
2639,5
2640,4
2641,3
2642,4
2643,2
2644,2
2645,2
2646,2
2647,3
2648,3
2649,5
2650,1
2651,2
2652,2
2653,5
2654,3
2655,1
2656,4
2657,5
2658,4
2659,2
2660,4
2661,2
2662,5
2663,4
2664,3
2665,1
2666,5
2667,3
2668,5
2669,1
2670,4
2671,1
2672,2
2673,5
2674,2
2675,1
2676,3
2677,3
2678,5
2679,1
2680,3
2681,1
2682,4
2683,1
2684,5
2685,2
2686,4
2687,1
2688,4
2689,3
2690,5
2691,4
2692,4
2693,4
2694,4
2695,5
2696,4
2697,2
2698,4
2699,5
2700,3
2701,5
2702,5
2703,2
2704,2
2705,2
2706,4
2707,5
2708,2
2709,3
2710,4
2711,2
2712,2
2713,1
2714,5
2715,2
2716,1
2717,1
2718,2
2719,2
2720,4
2721,4
2722,5
2723,5
2724,5
2725,5
2726,1
2727,1
2728,1
2729,4
2730,1
2731,2
2732,2
2733,5
2734,5
2735,4
2736,2
2737,4
2738,5
2739,5
2740,5
2741,4
2742,3
2743,3
2744,4
2745,1
2746,5
2747,4
2748,2
2749,4
2750,2
2751,4
2752,3
2753,5
2754,1
2755,1
2756,5
2757,3
2758,4
2759,3
2760,4
2761,3
2762,1
2763,1
2764,3
2765,2
2766,1
2767,1
2768,2
2769,5
2770,1
2771,5
2772,5
2773,3
2774,2
2775,4
2776,3
2777,2
2778,4
2779,3
2780,3
2781,5
2782,5
2783,1
2784,5
2785,1
2786,3
2787,2
2788,3
2789,2
2790,4
2791,2
2792,3
2793,4
2794,1
2795,4
2796,4
2797,2
2798,2
2799,1
2800,5
2801,1
2802,2
2803,5
2804,2
2805,5
2806,1
2807,4
2808,3
2809,4
2810,2
2811,1
2812,1
2813,5
2814,3
2815,2
2816,3
2817,4
2818,3
2819,3
2820,2
2821,2
2822,4
2823,3
2824,4
2825,1
2826,5
2827,2
2828,4
2829,4
2830,3
2831,5
2832,5
2833,2
2834,2
2835,3
2836,5
2837,2
2838,1
2839,3
2840,3
2841,1
2842,3
2843,3
2844,5
2845,1
2846,5
2847,5
2848,5
2849,2
2850,1
2851,2
2852,3
2853,4
2854,1
2855,1
2856,5
2857,5
2858,5
2859,2
2860,3
2861,5
2862,4
2863,1
2864,5
2865,2
2866,4
2867,5
2868,5
2869,3
2870,2
2871,2
2872,2
2873,1
2874,5
2875,5
2876,3
2877,2
2878,4
2879,3
2880,4
2881,5
2882,3
2883,2
2884,5
2885,5
2886,5
2887,5
2888,3
2889,4
2890,1
2891,1
2892,4
2893,5
2894,5
2895,2
2896,4
2897,1
2898,3
2899,1
2900,1
2901,3
2902,4
2903,5
2904,3
2905,3
2906,1
2907,4
2908,5
2909,3
2910,5
2911,2
2912,1
2913,3
2914,1
2915,1
2916,2
2917,4
2918,3
2919,5
2920,5
2921,1
2922,5
2923,4
2924,3
2925,5
2926,3
2927,1
2928,4
2929,1
2930,5
2931,3
2932,3
2933,1
2934,4
2935,5
2936,4
2937,1
2938,2
2939,5
2940,5
2941,2
2942,1
2943,4
2944,1
2945,4
2946,2
2947,1
2948,3
2949,2
2950,2
2951,4
2952,3
2953,4
2954,1
2955,5
2956,1
2957,4
2958,5
2959,4
2960,3
2961,3
2962,4
2963,1
2964,4
2965,1
2966,4
2967,2
2968,3
2969,5
2970,1
2971,3
2972,2
2973,4
2974,3
2975,2
2976,5
2977,2
2978,1
2979,3
2980,5
2981,5
2982,4
2983,4
2984,4
2985,5
2986,2
2987,5
2988,3
2989,2
2990,2
2991,3
2992,2
2993,1
2994,2
2995,1
2996,1
