id,sale_timestamp,total_amount,store_id,employee_id,customer_id
41,2024-12-28 18:24:09,16985.17,2,16,5
42,2025-04-08 19:19:55,14492.16,5,14,5
43,2024-03-19 20:53:00,11215.05,4,13,3
44,2023-08-08 04:06:15,6708.43,3,22,2
45,2023-11-28 04:27:11,5677.66,2,21,2
46,2025-01-13 11:16:35,547.20,2,21,2
47,2023-08-31 23:13:44,4914.36,5,14,11
48,2025-01-25 14:22:53,7433.59,2,21,2
49,2025-01-16 07:17:19,11812.65,3,22,2
50,2025-04-20 11:32:51,14869.69,1,15,2
51,2025-03-15 09:12:31,9144.21,5,9,6
52,2024-11-06 11:16:19,3125.29,4,3,10
53,2024-12-21 08:08:39,15970.68,3,7,2
54,2023-11-04 05:44:19,5268.39,2,16,2
55,2025-02-07 23:41:49,12365.79,4,23,2
56,2023-09-10 04:44:06,10683.02,1,5,2
57,2024-10-27 11:41:14,12705.09,1,15,2
58,2024-07-05 06:45:49,5214.94,3,2,18
59,2025-01-05 12:59:29,12733.10,3,12,3
60,2025-02-28 06:50:53,10195.57,3,2,2
61,2024-04-01 14:20:58,5075.94,1,15,27
62,2025-03-08 22:19:46,13345.88,1,10,2
63,2024-07-08 03:11:26,4264.77,5,9,2
64,2025-01-02 11:26:24,14711.72,1,10,3
65,2024-09-24 09:52:18,19904.44,3,12,2
66,2024-05-06 07:38:37,6268.06,5,9,11
67,2023-12-01 10:16:39,10528.71,4,18,2
68,2023-12-29 16:53:00,3876.87,3,22,70
69,2024-10-13 13:44:46,14485.92,4,8,2
70,2024-02-12 10:21:09,7582.01,4,8,2
71,2023-06-21 07:39:51,1995.10,3,22,3
72,2025-02-09 09:40:04,2271.00,2,16,2
73,2024-10-29 08:19:07,20622.91,2,16,2
74,2025-02-15 11:57:23,3958.48,2,21,2
75,2025-05-17 16:29:39,2221.00,1,25,4
76,2024-05-05 23:55:02,12157.28,5,9,3
77,2023-11-13 09:42:21,1823.93,1,15,3
78,2023-09-06 21:02:32,11210.22,1,15,4
79,2024-04-15 18:02:26,2568.72,1,15,16
80,2023-08-17 02:32:27,15075.73,4,23,2
81,2024-02-27 02:08:28,11075.95,1,25,2
82,2023-06-26 10:28:37,7782.82,3,22,6
83,2024-01-05 22:09:57,7643.65,2,1,3
84,2023-06-20 10:39:38,10615.85,2,11,2
85,2023-10-15 02:31:31,8856.72,4,18,2
86,2023-07-24 04:35:33,8149.36,3,12,3
87,2024-09-11 13:39:44,1689.68,4,13,2
88,2024-02-29 04:36:37,3655.40,5,9,3
89,2024-10-30 16:29:33,3562.22,4,3,2
90,2024-08-05 14:12:23,4810.30,1,25,2
91,2024-08-10 18:40:38,14000.81,2,21,3
92,2023-08-22 11:13:26,6319.23,3,12,3
93,2024-07-23 04:41:23,2957.37,5,14,4
94,2023-10-26 02:32:44,9710.35,2,6,2
95,2025-02-20 12:09:31,3874.90,5,4,3
96,2024-02-14 14:13:15,11308.41,2,21,2
97,2024-09-27 06:19:19,4519.10,5,14,2
98,2024-10-01 20:52:18,21304.64,2,21,38
99,2025-04-12 12:06:10,6662.52,5,14,5
100,2024-04-09 19:45:03,6752.66,4,18,3
101,2025-01-02 19:49:23,9787.44,3,22,2
102,2025-05-17 06:23:24,7391.39,5,14,2
103,2023-06-10 00:02:15,8820.01,1,20,3
104,2025-01-05 07:19:19,511.98,4,13,12
105,2024-08-07 22:49:13,8696.85,5,9,2
106,2023-08-06 02:16:24,8676.81,4,13,2
107,2023-09-06 10:32:35,20114.70,3,17,2
108,2024-11-23 11:52:03,15195.78,5,14,7
109,2024-08-18 05:39:44,15952.92,4,8,2
110,2024-11-09 07:51:28,11003.39,2,16,3
111,2025-04-30 11:13:36,12048.03,5,14,2
112,2024-11-20 12:18:21,8154.57,2,16,2
113,2025-01-12 10:57:48,223.52,2,11,3
114,2024-02-16 00:41:01,12394.46,4,13,10
115,2023-07-02 18:30:18,13411.41,1,20,2
116,2024-10-09 06:55:12,10030.09,2,11,3
117,2025-04-07 06:14:17,11510.82,2,1,2
118,2024-07-03 06:00:21,10945.49,4,8,2
119,2025-03-17 23:43:39,18881.55,4,18,2
120,2024-12-04 11:30:25,6040.32,5,4,6
121,2024-11-05 21:20:21,6202.55,5,14,2
122,2023-11-10 12:55:41,14944.91,2,6,5
123,2024-07-06 05:51:38,20392.56,3,2,3
124,2024-05-09 04:35:26,12632.47,2,21,2
125,2023-06-27 04:15:47,3026.97,4,13,3
126,2023-06-16 15:34:51,4660.49,3,17,3
127,2024-05-05 09:20:17,6904.93,4,18,5
128,2024-10-11 14:45:30,4550.77,3,2,2
129,2024-12-30 08:12:21,12256.91,1,15,2
130,2024-09-11 14:59:57,4735.87,1,10,2
131,2024-12-18 04:41:10,14825.23,1,20,2
132,2024-01-12 09:17:48,7912.74,2,21,3
133,2024-07-27 17:48:26,9173.31,4,3,3
134,2024-12-28 23:20:07,6850.11,5,19,3
135,2024-04-10 12:16:09,3525.82,5,24,2
136,2025-05-08 07:32:26,1918.88,4,13,2
137,2023-12-17 12:29:12,11839.78,4,23,2
138,2024-11-19 15:11:50,8724.65,2,16,2
139,2024-01-17 13:24:29,13337.86,3,12,2
140,2025-05-18 01:09:24,14607.33,5,24,2
141,2024-05-14 22:28:30,5945.41,2,11,2
142,2024-10-02 12:11:43,422.42,1,25,2
143,2025-01-05 16:18:31,2106.54,1,20,3
144,2024-06-18 19:32:41,4084.70,4,13,2
145,2025-04-30 22:55:13,3206.15,4,18,3
146,2024-07-24 11:22:52,2613.51,4,3,2
147,2024-07-12 02:52:55,17328.22,3,2,2
148,2024-04-02 08:53:58,5305.32,4,23,2
149,2024-03-12 13:59:37,13463.06,4,23,2
150,2024-05-26 07:58:04,6343.85,3,2,18
151,2024-10-15 04:02:43,8499.36,1,10,2
152,2024-08-05 03:58:39,5666.21,4,23,2
153,2023-11-19 07:28:40,19896.42,1,15,2
154,2025-01-11 18:14:37,3594.54,5,14,2
155,2024-01-23 23:18:36,4982.98,3,2,7
156,2025-01-03 08:31:38,8929.54,3,2,6
157,2024-06-24 00:35:23,2280.03,4,3,2
158,2024-07-26 11:24:21,21024.87,1,25,2
159,2023-09-13 08:25:20,8558.11,1,10,106
160,2023-09-05 05:42:28,12841.14,3,2,2
161,2023-10-07 23:23:55,6092.26,4,13,2
162,2024-03-01 12:22:58,9315.80,1,25,8
163,2024-04-27 13:23:33,9605.79,3,2,2
164,2024-08-17 05:48:54,9570.84,4,23,2
165,2024-12-27 15:01:26,3627.82,3,17,2
166,2024-06-22 15:41:42,14271.60,5,24,11
167,2025-02-26 16:53:09,10000.68,2,11,2
168,2024-01-25 16:54:12,228.57,1,15,3
169,2023-06-09 13:01:01,5002.43,3,2,2
170,2024-02-04 02:05:39,17135.11,5,19,2
171,2024-11-20 09:13:26,5194.19,2,6,2
172,2024-05-12 09:21:29,14223.89,1,15,2
173,2024-08-23 09:32:08,12314.41,1,10,2
174,2024-08-11 11:09:40,5224.15,4,18,2
175,2024-06-06 07:35:20,2682.75,3,7,3
176,2024-06-02 09:45:54,15648.78,2,6,2
177,2025-01-30 04:17:42,547.20,2,11,2
178,2024-07-13 13:45:03,15019.38,3,7,4
179,2023-11-08 17:55:00,3452.55,4,3,2
180,2025-01-14 10:49:18,20472.49,2,6,2
181,2024-08-09 20:33:54,2939.43,3,22,2
182,2023-12-24 09:41:07,8371.73,2,6,5
183,2024-09-25 04:49:38,13485.59,3,17,2
184,2025-03-27 21:36:52,12055.06,1,20,2
185,2023-09-01 10:27:11,10813.73,5,19,2
186,2023-05-23 12:36:00,3102.34,4,8,2
187,2023-12-03 11:35:40,5730.34,1,15,2
188,2024-10-13 03:07:49,1532.92,1,5,4
189,2023-07-22 12:52:59,6851.72,2,21,27
190,2024-11-12 01:40:32,569.24,2,16,2
191,2023-08-11 03:48:57,7286.61,3,12,2
192,2024-09-08 01:10:30,6740.28,2,16,2
193,2024-12-27 10:36:12,11762.89,1,25,2
194,2025-01-17 01:02:48,5749.65,1,15,2
195,2024-06-10 09:22:32,3470.34,4,3,3
196,2023-09-02 12:20:21,10526.80,4,23,2
197,2023-06-22 22:25:35,13180.58,1,20,2
198,2024-06-23 03:24:37,16325.85,2,6,2
199,2024-09-09 14:02:22,4385.47,5,4,2
200,2024-02-16 07:03:07,8027.63,5,24,2
201,2023-12-20 06:05:08,5114.35,5,4,3
202,2025-03-20 11:37:38,5336.69,5,9,4
203,2023-11-28 22:46:10,6295.01,1,20,2
204,2023-12-19 16:36:53,10024.22,1,25,4
205,2025-01-12 19:35:50,2961.48,3,12,3
206,2023-10-25 20:46:53,10330.34,3,22,2
207,2023-09-16 22:45:38,834.20,1,20,2
208,2024-02-16 01:48:20,2682.52,1,15,79
209,2025-03-12 10:37:07,1885.32,3,2,3
210,2023-06-26 02:21:36,11897.77,2,21,7
211,2024-04-24 20:40:06,8241.26,2,6,2
212,2023-07-20 00:16:28,12247.04,2,6,2
213,2023-06-23 07:48:07,5900.30,2,11,7
214,2023-06-30 00:30:20,7014.44,3,12,2
215,2023-08-04 13:48:25,2907.10,4,3,2
216,2025-02-20 18:23:07,1228.26,4,13,3
217,2023-06-08 22:23:05,12795.77,1,10,2
218,2024-02-21 21:58:49,4919.17,2,6,3
219,2024-04-07 00:05:28,2280.03,5,19,9
220,2024-03-15 11:55:20,6831.94,2,16,2
221,2024-05-29 13:57:57,11059.70,5,19,5
222,2023-07-07 12:13:10,7265.47,4,23,4
223,2025-03-10 11:59:54,7695.09,4,13,2
224,2023-06-13 21:48:30,15522.27,3,22,2
225,2023-10-26 11:34:05,5301.37,2,11,2
226,2025-01-13 11:14:16,9378.93,1,25,11
227,2024-12-11 20:01:52,6474.06,4,18,2
228,2023-08-29 21:56:44,16052.79,2,1,2
229,2024-09-28 03:22:51,10765.25,1,15,2
230,2024-06-08 23:42:52,10750.94,4,13,2
231,2024-02-12 11:46:00,3164.61,2,16,2
232,2024-09-10 15:10:00,12059.39,4,3,3
233,2024-10-17 02:26:14,6710.63,3,12,2
234,2024-02-27 06:20:19,8076.36,1,20,2
235,2023-10-25 02:12:29,8878.69,1,5,2
236,2024-05-22 19:02:27,1899.06,4,13,2
237,2024-03-06 04:19:25,3881.77,4,13,10
238,2023-11-14 17:27:42,129.20,3,22,4
239,2023-07-28 13:42:00,13363.61,3,22,2
240,2023-07-23 07:49:43,10310.39,4,3,2
241,2025-02-19 21:42:17,5907.03,2,21,2
242,2024-06-29 15:41:23,18804.29,4,3,2
243,2024-08-09 07:17:09,2658.06,5,19,2
244,2024-03-30 23:58:44,14475.19,2,21,3
245,2023-09-04 09:07:39,8689.67,3,17,2
246,2025-03-26 13:34:26,10383.58,3,2,3
247,2023-07-01 06:29:35,8769.08,3,7,2
248,2024-08-26 09:46:30,12469.52,4,8,2
249,2024-10-06 20:02:09,9190.96,2,6,2
250,2025-02-03 01:12:07,7326.57,1,10,3
251,2023-12-04 17:35:47,8882.79,2,16,2
252,2024-10-06 19:19:54,7393.53,5,24,2
253,2024-10-13 14:57:21,4717.13,3,7,3
254,2024-10-17 01:10:39,3492.28,3,7,2
255,2024-01-07 14:28:11,5070.75,3,17,3
256,2025-03-09 15:45:25,7202.73,2,21,2
257,2025-01-04 13:49:34,1716.50,2,11,2
258,2024-04-13 14:10:36,8960.71,3,12,2
259,2024-05-23 18:48:46,6269.72,2,21,2
260,2024-04-07 20:52:38,6251.24,1,10,3
261,2024-01-23 17:48:54,12737.14,2,1,5
262,2024-09-11 06:43:57,9344.49,4,18,2
263,2024-09-20 18:17:27,8804.54,2,6,3
264,2024-05-11 03:04:56,10113.62,5,24,2
265,2023-10-01 06:06:14,1293.87,1,15,2
266,2025-01-11 01:08:08,243.26,5,24,3
267,2024-10-18 04:00:49,440.91,1,5,2
268,2024-04-10 17:15:34,2730.34,4,18,3
269,2023-10-29 14:42:10,12401.78,1,15,2
270,2023-08-19 13:20:52,9822.37,1,20,2
271,2024-01-07 09:44:43,12904.36,2,1,2
272,2025-04-24 18:18:36,7740.91,3,7,2
273,2024-02-02 06:40:54,11677.61,3,17,2
274,2024-05-31 21:42:40,3005.47,5,19,2
275,2025-03-22 23:34:40,14586.52,2,16,2
276,2024-11-07 13:45:14,12611.24,5,4,6
277,2024-06-18 16:27:45,2648.41,4,18,2
278,2023-12-25 01:13:29,4696.46,1,25,3
279,2025-02-03 08:35:34,1018.58,5,19,5
280,2024-06-12 07:42:40,15611.46,1,5,2
281,2024-02-29 05:11:40,10297.40,1,10,3
282,2025-02-25 14:09:24,8062.26,3,22,2
283,2024-05-11 23:57:18,1301.99,2,11,2
284,2023-08-26 16:58:19,17887.98,4,18,2
285,2025-04-07 14:38:36,13699.72,3,22,3
286,2024-11-16 17:12:43,13492.33,5,14,2
287,2024-08-01 17:39:46,10587.44,4,23,2
288,2024-11-03 19:19:08,1322.73,3,7,2
289,2023-10-28 10:51:08,7049.06,5,4,2
290,2024-11-11 05:15:52,12302.04,1,20,5
291,2024-07-20 13:38:40,8654.47,5,9,2
292,2023-08-23 16:54:58,6396.28,4,3,2
293,2024-08-28 14:39:21,5146.17,1,25,2
294,2023-07-14 22:54:05,14077.14,5,9,17
295,2024-05-25 19:58:46,3823.26,5,4,2
296,2025-04-24 13:02:09,8914.46,5,24,2
297,2024-12-05 07:53:00,11391.47,3,2,2
298,2023-11-02 17:15:05,4266.62,2,16,2
299,2024-12-23 03:03:14,11130.02,2,1,3
300,2024-09-23 12:06:04,7982.60,4,18,2
301,2025-05-12 20:03:50,10080.85,5,4,2
302,2023-09-21 10:04:50,6408.49,5,9,2
303,2024-10-30 01:34:58,14056.25,3,2,2
304,2023-09-25 00:24:24,16328.01,2,6,4
305,2024-02-24 09:32:29,1857.40,2,6,2
306,2024-01-24 19:57:33,9738.28,4,18,2
307,2023-05-26 18:04:22,2910.08,3,7,2
308,2025-04-03 20:58:40,9239.69,4,18,3
309,2024-12-08 00:11:30,15644.29,1,5,2
310,2024-12-12 12:20:19,17992.66,3,7,3
311,2024-08-04 11:30:36,4827.52,2,16,2
312,2025-04-27 01:14:26,18178.40,3,17,2
313,2024-03-01 17:37:31,14710.70,5,4,2
314,2024-10-03 19:16:50,3481.54,3,7,2
315,2024-04-09 00:57:33,11694.71,3,2,2
316,2023-06-22 10:34:14,2490.78,5,9,2
317,2025-05-08 11:39:21,8956.50,2,21,5
318,2023-10-02 11:35:43,18938.03,2,16,2
319,2023-06-04 20:44:59,10582.97,2,21,4
320,2025-02-23 18:07:26,13506.26,1,20,4
321,2025-01-06 20:38:40,7745.24,2,1,2
322,2024-06-29 17:03:47,5263.66,1,20,2
323,2023-12-06 00:03:24,12183.64,3,22,3
324,2024-07-30 06:15:51,6348.75,5,19,2
325,2025-01-20 06:12:52,7313.41,2,1,2
326,2024-09-27 21:35:57,2721.85,1,5,3
327,2023-11-11 06:05:49,9569.69,3,2,2
328,2025-01-20 22:03:47,12721.69,5,24,4
329,2023-10-25 14:03:22,4165.23,5,4,3
330,2025-05-02 17:00:12,10748.39,5,14,2
331,2023-08-13 16:39:02,19333.67,5,4,2
332,2024-05-31 08:34:30,2185.48,1,15,2
333,2025-02-02 12:05:22,10759.95,3,17,8
334,2025-05-15 10:29:03,6557.46,2,16,3
335,2023-10-30 14:37:59,3406.62,2,6,2
336,2024-09-10 18:33:51,2256.36,1,25,6
337,2024-09-16 02:04:49,17961.38,3,17,2
338,2024-05-12 02:45:06,13611.03,1,25,2
339,2023-12-18 06:08:00,9256.74,4,23,4
340,2024-08-08 19:50:57,5531.37,2,21,2
341,2023-09-13 06:43:27,3544.08,2,16,2
342,2024-06-14 01:10:42,10159.62,2,21,2
343,2023-12-10 18:26:50,20435.42,3,12,12
344,2025-01-13 18:16:54,12825.25,4,3,3
345,2023-09-25 19:53:21,12996.13,3,7,2
346,2024-05-06 17:59:20,770.02,4,8,2
347,2023-11-02 13:20:13,3812.80,2,16,2
348,2023-07-03 19:22:44,13382.67,1,20,2
349,2023-06-19 07:20:10,18516.21,3,12,3
350,2025-04-27 23:33:20,10509.39,3,17,2
351,2024-11-07 04:57:40,8036.81,4,18,2
352,2024-04-06 19:18:46,7121.03,5,19,2
353,2025-02-08 06:17:16,15807.49,3,12,2
354,2023-09-18 04:16:07,579.47,1,25,3
355,2023-12-28 02:59:46,7269.93,3,7,5
356,2025-03-08 04:50:33,7545.62,2,1,3
357,2023-08-25 17:31:41,11944.29,2,16,2
358,2024-06-30 14:46:09,10415.62,1,15,2
359,2024-03-25 10:24:05,465.24,2,1,2
360,2024-11-07 16:49:40,8251.90,5,9,3
361,2024-11-17 17:42:14,2166.07,5,4,2
362,2024-12-12 11:37:49,8152.33,2,1,4
363,2023-10-14 22:58:27,6323.14,5,14,2
364,2024-07-16 16:16:00,2891.65,3,17,2
365,2024-03-12 09:53:03,18803.61,2,1,2
366,2023-08-16 19:12:02,174.47,1,25,5
367,2023-10-26 23:01:34,5648.80,1,20,3
368,2024-11-17 17:26:27,500.78,5,14,2
369,2024-09-04 15:47:39,6905.16,1,5,6
370,2025-02-19 11:41:05,12757.41,3,2,4
371,2024-12-24 21:59:42,4692.05,5,19,2
372,2024-10-27 21:27:09,6469.18,4,18,2
373,2024-06-18 00:09:19,17322.53,3,7,2
374,2025-05-11 08:37:47,8699.01,3,12,2
375,2023-06-08 20:32:34,13100.97,3,22,2
376,2024-08-07 00:08:21,9552.41,2,1,6
377,2023-07-22 22:55:28,8919.79,1,15,2
378,2023-06-23 23:41:34,17852.87,3,22,3
379,2024-02-08 02:37:44,19908.20,1,20,3
380,2024-09-12 11:00:47,3281.97,5,9,3
381,2024-10-25 18:16:55,12138.04,4,18,2
382,2023-09-13 06:15:12,2569.05,4,3,5
383,2024-09-16 08:19:28,216.56,2,11,8
384,2024-01-14 23:48:45,1753.98,4,18,2
385,2024-12-17 18:50:30,8751.10,5,9,2
386,2024-11-12 21:03:54,12032.99,1,20,3
387,2024-01-05 04:30:45,6708.19,4,8,2
388,2023-06-22 21:02:18,7048.23,2,21,2
389,2023-11-22 11:10:33,2301.03,5,14,2
390,2025-04-04 11:43:53,15876.68,4,3,2
391,2024-01-20 15:14:12,16731.60,5,14,2
392,2024-01-24 14:33:30,9408.06,1,25,2
393,2023-06-12 08:22:12,4429.05,5,24,2
394,2024-11-07 11:52:59,9675.94,4,8,3
395,2024-12-19 14:43:03,5968.94,2,6,2
396,2024-11-07 06:41:24,7894.99,3,17,2
397,2024-09-08 23:16:37,12485.13,5,24,3
398,2023-10-17 11:04:00,11561.35,3,17,2
399,2024-12-04 07:06:45,4941.19,5,4,2
400,2024-04-08 05:18:15,3544.08,3,17,2
401,2024-08-23 12:16:40,2135.75,2,16,2
402,2023-08-01 19:55:40,8645.85,1,20,4
403,2025-01-08 17:24:37,10569.77,2,11,3
404,2023-06-01 11:34:09,16663.40,4,18,4
405,2023-11-29 01:47:02,13641.98,5,14,2
406,2023-10-08 10:47:27,15554.67,2,11,3
407,2023-07-12 10:18:21,3619.05,3,17,2
408,2024-07-03 12:06:51,20203.12,2,6,2
409,2025-05-12 02:29:48,9686.27,2,21,2
410,2024-02-06 06:20:19,6309.80,3,22,4
411,2024-01-11 05:41:57,13341.73,5,24,4
412,2024-02-03 17:14:34,13908.47,3,17,2
413,2024-07-27 05:15:11,5096.01,5,4,2
414,2024-02-10 10:15:33,5450.58,4,23,2
415,2025-03-24 13:11:40,670.36,3,12,13
416,2023-07-29 10:01:40,11796.17,4,8,21
417,2023-06-11 08:49:04,3159.04,4,23,2
418,2023-09-11 07:12:47,4817.50,1,25,2
419,2023-08-20 23:20:21,4975.85,1,15,2
420,2025-03-30 04:55:47,10421.53,1,15,18
421,2024-07-09 10:20:24,722.78,3,17,2
422,2023-08-19 21:41:47,14302.37,1,25,12
423,2024-05-01 14:11:29,683.30,1,10,4
424,2023-08-13 06:37:15,6572.94,4,3,18
425,2025-04-14 06:35:12,17906.25,5,19,2
426,2023-11-18 23:05:35,18011.85,2,6,2
427,2024-09-03 11:34:57,16100.74,5,9,2
428,2024-05-31 16:06:55,12979.85,4,3,2
429,2023-08-19 19:07:57,16743.58,5,24,2
430,2023-11-08 00:34:38,1033.18,2,21,2
431,2024-10-17 07:43:19,15124.75,2,16,2
432,2024-06-22 10:59:26,6329.78,4,8,2
433,2023-11-21 17:12:47,9502.95,4,23,8
434,2025-03-08 00:46:01,1304.76,3,17,8
435,2024-10-07 14:51:05,18607.28,1,10,485
436,2025-02-17 23:14:21,14513.06,4,18,5
437,2024-08-12 15:59:11,3675.60,3,2,2
438,2024-11-20 11:57:46,19990.09,3,2,5
439,2024-01-20 17:25:01,16723.74,5,4,2
440,2024-01-02 15:14:10,19649.31,2,1,2
441,2023-07-21 16:48:58,3419.28,3,12,2
442,2023-10-05 15:02:16,11746.11,5,9,2
443,2025-01-10 08:41:47,7526.65,4,8,2
444,2024-05-26 22:14:46,16844.62,5,9,82
445,2024-11-03 09:44:13,18876.68,1,5,2
446,2024-01-21 07:46:22,202.84,5,4,2
447,2024-04-06 10:13:57,4048.45,1,25,5
448,2024-12-06 07:39:07,8917.03,3,12,2
449,2024-09-29 14:43:37,4020.63,1,5,19
450,2025-02-04 20:44:03,6031.29,2,1,3
451,2025-01-09 13:53:37,5999.85,4,13,114
452,2025-02-12 07:42:22,11657.25,3,7,3
453,2023-08-11 05:24:41,1031.22,1,5,2
454,2023-06-06 13:48:03,366.00,4,8,2
455,2023-12-15 22:44:09,10197.51,2,11,5
456,2024-11-08 08:45:43,13705.41,4,3,2
457,2024-03-16 09:19:47,6674.22,2,11,197
458,2024-06-05 23:57:20,7661.07,4,3,2
459,2024-12-18 14:12:04,1114.20,5,9,4
460,2024-10-11 20:18:11,14689.43,1,20,6
461,2025-02-01 17:42:21,5495.08,5,9,2
462,2024-01-29 20:10:38,16502.07,1,25,3
463,2023-11-28 05:51:52,4422.85,5,4,2
464,2025-04-05 05:26:04,1282.46,4,3,2
465,2025-05-11 08:26:39,6642.02,1,25,3
466,2024-04-07 00:49:14,11027.73,2,6,2
467,2024-02-28 02:19:45,5684.47,5,24,2
468,2023-08-18 12:29:27,6748.82,2,16,4
469,2024-12-18 02:22:16,1211.36,1,25,2
470,2025-04-17 05:29:06,17821.30,2,16,4
471,2025-04-13 15:54:54,6342.53,4,8,7
472,2024-09-24 21:43:39,5642.50,3,12,2
473,2023-08-17 07:13:36,12662.45,4,18,6
474,2025-03-18 15:08:55,5523.49,5,19,4
475,2024-02-01 05:14:19,6538.98,4,23,2
476,2024-12-12 16:59:21,11140.79,5,4,2
477,2024-02-25 09:09:58,2185.51,3,7,8
478,2024-11-19 06:32:45,16099.32,4,23,6
479,2024-11-15 04:41:16,17503.29,5,24,2
480,2024-10-07 10:48:50,20113.00,5,4,2
481,2023-12-24 06:21:48,11712.23,1,5,6
482,2024-03-03 22:44:09,11939.65,1,10,2
483,2024-01-05 17:04:28,3603.09,4,23,3
484,2023-10-16 20:20:46,8717.57,1,5,3
485,2024-08-25 20:58:51,13382.14,5,24,5
486,2023-09-29 05:13:56,9576.43,5,9,5
487,2023-10-29 08:22:23,8036.60,5,4,28
488,2025-01-08 22:13:01,12998.62,2,16,2
489,2024-12-08 21:02:25,1516.39,4,13,4
490,2024-10-30 14:59:29,8292.62,5,4,2
491,2024-10-02 02:56:03,19111.88,2,21,2
492,2023-07-05 12:48:11,3024.36,3,17,2
493,2023-12-30 02:16:02,8506.63,3,12,2
494,2025-02-06 18:49:45,4525.21,4,18,4
495,2024-05-25 15:25:47,4033.91,5,14,5
496,2023-05-28 03:23:04,13535.20,4,13,2
497,2025-02-20 02:05:20,5127.82,3,22,2
498,2024-10-01 12:48:52,3316.10,4,3,4
499,2023-07-13 19:50:27,21123.15,5,14,2
500,2025-04-04 05:01:13,1643.32,2,11,2
501,2024-01-03 03:18:40,1994.66,3,22,2
502,2024-08-30 01:44:30,6056.33,2,21,4
503,2023-06-02 00:25:47,4489.67,2,21,2
504,2023-11-10 17:51:15,14075.92,2,21,3
505,2025-04-13 01:42:06,6846.04,5,24,21
506,2023-11-01 23:43:11,11650.89,2,1,2
507,2023-07-08 00:47:02,6631.14,4,3,2
508,2025-04-21 23:07:01,11679.47,2,6,2
509,2024-06-18 04:11:24,3469.46,5,4,63
510,2023-11-07 13:08:14,5407.66,2,11,10
511,2025-03-14 05:19:21,15267.84,4,13,2
512,2024-11-20 09:08:11,1773.96,3,22,3
513,2024-06-09 11:28:25,11306.03,1,20,8
514,2025-03-17 09:10:18,3478.66,4,8,32
515,2023-06-01 22:20:43,12599.06,4,3,2
516,2023-10-24 15:14:21,14979.70,3,7,5
517,2023-12-25 14:53:53,2871.16,2,16,2
518,2023-11-18 06:49:48,1122.96,2,1,4
519,2024-10-30 16:50:20,14336.82,1,10,2
520,2024-06-06 18:55:44,11194.02,5,14,2
521,2025-04-09 04:00:27,15486.47,2,16,2
522,2024-08-01 17:12:01,2992.02,2,21,2
523,2024-06-10 05:42:39,15281.78,5,19,2
524,2024-04-06 22:55:27,6317.37,3,2,2
525,2023-08-19 21:53:58,2527.38,3,7,3
526,2023-06-21 00:46:09,13860.34,4,18,5
527,2025-02-11 06:39:29,13681.99,3,7,2
528,2024-08-24 17:09:24,7160.28,3,12,2
529,2023-11-01 21:49:16,11412.62,3,2,2
530,2024-09-19 10:10:15,15662.91,5,19,3
531,2024-02-29 22:34:19,9821.53,4,8,3
532,2025-03-21 03:01:41,5107.05,1,10,2
533,2023-11-29 18:03:58,7328.72,3,17,2
534,2025-01-19 13:53:38,1692.82,1,5,2
535,2025-04-21 11:55:57,2462.60,4,13,2
536,2023-08-17 22:34:13,6333.15,5,24,3
537,2023-12-04 14:02:32,3972.24,4,3,6
