sale_id,id,product_id,quantity,unit_price,line_total
44,6,59,3,861.48,2584.44
45,1,9,5,202.84,1014.20
45,2,98,2,670.63,1341.26
45,3,71,2,377.04,754.08
45,4,27,3,856.04,2568.12
46,1,36,2,273.60,547.20
47,1,15,2,957.43,1914.86
47,2,85,1,964.54,964.54
47,3,4,3,678.32,2034.96
48,1,3,4,227.09,908.36
48,2,23,5,886.02,4430.10
48,3,34,1,536.47,536.47
48,4,7,1,222.54,222.54
48,5,17,4,101.23,404.92
48,6,95,4,232.80,931.20
49,1,14,4,281.48,1125.92
49,2,58,1,531.47,531.47
49,3,65,1,954.05,954.05
49,4,29,4,637.51,2550.04
49,5,79,4,90.23,360.92
49,6,6,4,36.62,146.48
49,7,94,1,12.15,12.15
49,8,85,4,964.54,3858.16
49,9,67,4,510.14,2040.56
49,10,39,1,232.90,232.90
50,1,19,4,731.08,2924.32
50,2,9,5,202.84,1014.20
50,3,17,5,101.23,506.15
50,4,36,3,273.60,820.80
50,5,80,4,816.94,3267.76
50,6,82,5,661.45,3307.25
50,7,75,5,116.31,581.55
50,8,71,4,377.04,1508.16
50,9,92,1,25.93,25.93
50,10,42,1,913.57,913.57
51,1,58,1,531.47,531.47
51,2,30,3,166.84,500.52
51,3,53,4,757.00,3028.00
51,4,44,3,216.56,649.68
51,5,59,3,861.48,2584.44
51,6,52,3,511.98,1535.94
51,7,54,2,157.08,314.16
52,1,11,4,591.32,2365.28
52,2,12,1,760.01,760.01
53,1,8,4,604.01,2416.04
53,2,76,1,879.33,879.33
53,3,72,3,541.68,1625.04
53,4,43,5,876.99,4384.95
53,5,86,3,756.49,2269.47
53,6,16,3,106.70,320.10
53,7,53,1,757.00,757.00
53,8,46,5,147.16,735.80
53,9,97,5,516.59,2582.95
54,1,14,1,281.48,281.48
54,2,45,3,398.65,1195.95
54,3,72,5,541.68,2708.40
54,4,48,2,541.28,1082.56
55,1,79,3,90.23,270.69
55,2,87,3,714.38,2143.14
55,3,83,3,169.30,507.90
55,4,72,3,541.68,1625.04
55,5,4,1,678.32,678.32
55,6,78,2,878.62,1757.24
55,7,85,2,964.54,1929.08
55,8,89,5,440.91,2204.55
55,9,35,4,167.59,670.36
55,10,24,1,579.47,579.47
56,1,28,3,383.23,1149.69
56,2,49,5,431.29,2156.45
56,3,54,5,157.08,785.40
56,4,59,1,861.48,861.48
56,5,44,1,216.56,216.56
56,6,21,2,83.41,166.82
56,7,48,2,541.28,1082.56
56,8,40,5,806.02,4030.10
56,9,93,1,233.96,233.96
57,1,85,5,964.54,4822.70
57,2,55,1,793.12,793.12
57,3,63,3,115.99,347.97
57,4,78,4,878.62,3514.48
57,5,57,1,384.71,384.71
57,6,54,3,157.08,471.24
57,7,35,5,167.59,837.95
57,8,28,4,383.23,1532.92
58,1,51,2,997.34,1994.68
58,2,77,3,243.26,729.78
58,3,8,2,604.01,1208.02
58,4,1,2,641.23,1282.46
59,1,16,2,106.70,213.40
59,2,1,4,641.23,2564.92
59,3,64,5,162.37,811.85
59,4,96,2,860.34,1720.68
59,5,56,5,598.43,2992.15
59,6,23,5,886.02,4430.10
60,1,95,5,232.80,1164.00
60,2,6,4,36.62,146.48
60,3,56,5,598.43,2992.15
60,4,3,4,227.09,908.36
60,5,59,4,861.48,3445.92
60,6,10,3,422.42,1267.26
60,7,41,1,271.40,271.40
61,1,80,3,816.94,2450.82
61,2,59,1,861.48,861.48
61,3,89,4,440.91,1763.64
62,1,76,3,879.33,2637.99
62,2,52,2,511.98,1023.96
62,3,68,3,871.17,2613.51
62,4,11,2,591.32,1182.64
62,5,51,1,997.34,997.34
62,6,40,5,806.02,4030.10
62,7,96,1,860.34,860.34
63,1,45,2,398.65,797.30
63,2,94,3,12.15,36.45
63,3,83,2,169.30,338.60
63,4,19,2,731.08,1462.16
63,5,31,5,213.46,1067.30
63,6,14,2,281.48,562.96
64,1,60,5,681.88,3409.40
64,2,97,3,516.59,1549.77
64,3,73,3,918.90,2756.70
64,4,98,2,670.63,1341.26
64,5,75,4,116.31,465.24
64,6,58,1,531.47,531.47
64,7,88,4,995.17,3980.68
64,8,83,4,169.30,677.20
65,1,8,1,604.01,604.01
65,2,46,1,147.16,147.16
65,3,65,5,954.05,4770.25
65,4,10,5,422.42,2112.10
65,5,40,5,806.02,4030.10
65,6,60,4,681.88,2727.52
65,7,58,4,531.47,2125.88
65,8,5,5,91.50,457.50
65,9,48,5,541.28,2706.40
65,10,37,1,223.52,223.52
66,1,78,1,878.62,878.62
66,2,61,3,683.30,2049.90
66,3,65,1,954.05,954.05
66,4,20,5,129.20,646.00
66,5,8,2,604.01,1208.02
66,6,58,1,531.47,531.47
67,1,67,3,510.14,1530.42
67,2,79,5,90.23,451.15
67,3,21,1,83.41,83.41
67,4,47,3,250.39,751.17
67,5,48,1,541.28,541.28
67,6,37,3,223.52,670.56
67,7,50,1,402.40,402.40
67,8,53,5,757.00,3785.00
67,9,100,4,578.33,2313.32
68,1,43,2,876.99,1753.98
68,2,11,3,591.32,1773.96
68,3,75,3,116.31,348.93
69,1,91,5,228.57,1142.85
69,2,11,1,591.32,591.32
69,3,40,4,806.02,3224.08
69,4,72,5,541.68,2708.40
69,5,49,3,431.29,1293.87
69,6,83,1,169.30,169.30
69,7,43,3,876.99,2630.97
69,8,17,3,101.23,303.69
69,9,86,2,756.49,1512.98
69,10,90,2,454.23,908.46
70,1,18,1,605.71,605.71
70,2,20,5,129.20,646.00
70,3,10,5,422.42,2112.10
70,4,38,5,843.64,4218.20
71,1,77,2,243.26,486.52
71,2,49,2,431.29,862.58
71,3,20,5,129.20,646.00
72,1,53,3,757.00,2271.00
73,1,37,3,223.52,670.56
73,2,97,5,516.59,2582.95
73,3,96,4,860.34,3441.36
73,4,58,4,531.47,2125.88
73,5,30,3,166.84,500.52
73,6,69,4,842.46,3369.84
73,7,31,5,213.46,1067.30
73,8,40,5,806.02,4030.10
73,9,61,4,683.30,2733.20
73,10,25,2,50.60,101.20
74,1,33,4,611.09,2444.36
74,2,7,3,222.54,667.62
74,3,83,5,169.30,846.50
75,1,37,2,223.52,447.04
75,2,11,3,591.32,1773.96
76,1,12,4,760.01,3040.04
76,2,29,5,637.51,3187.55
76,3,58,3,531.47,1594.41
76,4,45,2,398.65,797.30
76,5,4,4,678.32,2713.28
76,6,54,1,157.08,157.08
76,7,7,3,222.54,667.62
77,1,92,3,25.93,77.79
77,2,84,2,873.07,1746.14
78,1,90,1,454.23,454.23
78,2,18,1,605.71,605.71
78,3,98,3,670.63,2011.89
78,4,91,2,228.57,457.14
78,5,61,2,683.30,1366.60
78,6,58,5,531.47,2657.35
78,7,79,5,90.23,451.15
78,8,1,5,641.23,3206.15
79,1,39,4,232.90,931.60
79,2,16,5,106.70,533.50
79,3,7,4,222.54,890.16
79,4,31,1,213.46,213.46
80,1,3,1,227.09,227.09
80,2,81,5,767.01,3835.05
80,3,66,3,972.03,2916.09
80,4,74,2,327.54,655.08
80,5,31,5,213.46,1067.30
80,6,92,4,25.93,103.72
80,7,19,2,731.08,1462.16
80,8,38,1,843.64,843.64
80,9,55,5,793.12,3965.60
81,1,65,1,954.05,954.05
81,2,71,3,377.04,1131.12
81,3,3,1,227.09,227.09
81,4,50,3,402.40,1207.20
81,5,61,2,683.30,1366.60
81,6,6,1,36.62,36.62
81,7,82,5,661.45,3307.25
81,8,48,3,541.28,1623.84
81,9,33,2,611.09,1222.18
82,1,83,4,169.30,677.20
82,2,23,2,886.02,1772.04
82,3,100,2,578.33,1156.66
82,4,88,1,995.17,995.17
82,5,60,4,681.88,2727.52
82,6,90,1,454.23,454.23
83,1,6,4,36.62,146.48
83,2,41,5,271.40,1357.00
83,3,40,4,806.02,3224.08
83,4,66,3,972.03,2916.09
84,1,100,3,578.33,1734.99
84,2,7,4,222.54,890.16
84,3,84,4,873.07,3492.28
84,4,43,4,876.99,3507.96
84,5,35,4,167.59,670.36
84,6,16,3,106.70,320.10
85,1,67,5,510.14,2550.70
85,2,35,2,167.59,335.18
85,3,11,5,591.32,2956.60
85,4,94,3,12.15,36.45
85,5,55,3,793.12,2379.36
85,6,56,1,598.43,598.43
86,1,58,4,531.47,2125.88
86,2,78,3,878.62,2635.86
86,3,92,4,25.93,103.72
86,4,55,1,793.12,793.12
86,5,22,3,830.26,2490.78
87,1,10,4,422.42,1689.68
88,1,19,5,731.08,3655.40
89,1,9,3,202.84,608.52
89,2,31,3,213.46,640.38
89,3,100,4,578.33,2313.32
90,1,87,3,714.38,2143.14
90,2,58,4,531.47,2125.88
90,3,48,1,541.28,541.28
91,1,51,1,997.34,997.34
91,2,41,2,271.40,542.80
91,3,84,4,873.07,3492.28
91,4,36,5,273.60,1368.00
91,5,32,4,703.31,2813.24
91,6,15,5,957.43,4787.15
92,1,28,1,383.23,383.23
92,2,79,4,90.23,360.92
92,3,37,2,223.52,447.04
92,4,89,4,440.91,1763.64
92,5,63,1,115.99,115.99
92,6,26,3,774.20,2322.60
92,7,16,3,106.70,320.10
92,8,18,1,605.71,605.71
93,1,21,2,83.41,166.82
93,2,92,3,25.93,77.79
93,3,91,5,228.57,1142.85
93,4,90,2,454.23,908.46
93,5,82,1,661.45,661.45
94,1,4,1,678.32,678.32
94,2,47,1,250.39,250.39
94,3,71,3,377.04,1131.12
94,4,74,4,327.54,1310.16
94,5,48,4,541.28,2165.12
94,6,60,5,681.88,3409.40
94,7,17,4,101.23,404.92
94,8,79,4,90.23,360.92
95,1,41,4,271.40,1085.60
95,2,83,4,169.30,677.20
95,3,10,5,422.42,2112.10
96,1,24,2,579.47,1158.94
96,2,99,2,541.54,1083.08
96,3,17,3,101.23,303.69
96,4,56,2,598.43,1196.86
96,5,65,3,954.05,2862.15
96,6,8,5,604.01,3020.05
96,7,16,3,106.70,320.10
96,8,67,1,510.14,510.14
96,9,20,3,129.20,387.60
96,10,39,2,232.90,465.80
97,1,81,5,767.01,3835.05
97,2,39,1,232.90,232.90
97,3,79,5,90.23,451.15
98,1,20,1,129.20,129.20
98,2,22,1,830.26,830.26
98,3,85,5,964.54,4822.70
98,4,80,3,816.94,2450.82
98,5,93,2,233.96,467.92
98,6,78,5,878.62,4393.10
98,7,44,4,216.56,866.24
98,8,73,5,918.90,4594.50
98,9,6,1,36.62,36.62
98,10,4,4,678.32,2713.28
99,1,62,4,752.12,3008.48
99,2,32,1,703.31,703.31
99,3,88,1,995.17,995.17
99,4,52,2,511.98,1023.96
99,5,39,4,232.90,931.60
100,1,44,3,216.56,649.68
100,2,78,3,878.62,2635.86
100,3,19,4,731.08,2924.32
100,4,41,2,271.40,542.80
101,1,14,1,281.48,281.48
101,2,41,1,271.40,271.40
101,3,31,3,213.46,640.38
101,4,60,4,681.88,2727.52
101,5,16,5,106.70,533.50
101,6,35,4,167.59,670.36
101,7,58,2,531.47,1062.94
101,8,32,2,703.31,1406.62
101,9,19,3,731.08,2193.24
102,1,98,4,670.63,2682.52
102,2,21,4,83.41,333.64
102,3,64,3,162.37,487.11
102,4,66,4,972.03,3888.12
103,1,59,4,861.48,3445.92
103,2,31,3,213.46,640.38
103,3,28,5,383.23,1916.15
103,4,75,1,116.31,116.31
103,5,46,1,147.16,147.16
103,6,7,4,222.54,890.16
103,7,37,2,223.52,447.04
103,8,64,3,162.37,487.11
103,9,77,3,243.26,729.78
104,1,52,1,511.98,511.98
105,1,71,5,377.04,1885.20
105,2,37,3,223.52,670.56
105,3,10,5,422.42,2112.10
105,4,50,5,402.40,2012.00
105,5,65,1,954.05,954.05
105,6,58,2,531.47,1062.94
106,1,72,5,541.68,2708.40
106,2,47,4,250.39,1001.56
106,3,97,5,516.59,2582.95
106,4,19,1,731.08,731.08
106,5,26,1,774.20,774.20
106,6,78,1,878.62,878.62
107,1,59,4,861.48,3445.92
107,2,20,5,129.20,646.00
107,3,78,3,878.62,2635.86
107,4,66,5,972.03,4860.15
107,5,18,3,605.71,1817.13
107,6,42,5,913.57,4567.85
107,7,79,5,90.23,451.15
107,8,41,5,271.40,1357.00
107,9,21,4,83.41,333.64
108,1,3,1,227.09,227.09
108,2,48,5,541.28,2706.40
108,3,43,4,876.99,3507.96
108,4,87,3,714.38,2143.14
108,5,15,5,957.43,4787.15
108,6,54,5,157.08,785.40
108,7,75,2,116.31,232.62
108,8,40,1,806.02,806.02
109,1,81,5,767.01,3835.05
109,2,93,1,233.96,233.96
109,3,80,2,816.94,1633.88
109,4,100,1,578.33,578.33
109,5,49,4,431.29,1725.16
109,6,19,3,731.08,2193.24
109,7,88,4,995.17,3980.68
109,8,32,2,703.31,1406.62
109,9,5,4,91.50,366.00
110,1,100,2,578.33,1156.66
110,2,79,5,90.23,451.15
110,3,61,3,683.30,2049.90
110,4,95,4,232.80,931.20
110,5,94,5,12.15,60.75
110,6,8,4,604.01,2416.04
110,7,91,3,228.57,685.71
110,8,18,2,605.71,1211.42
110,9,67,4,510.14,2040.56
111,1,46,4,147.16,588.64
111,2,87,2,714.38,1428.76
111,3,99,2,541.54,1083.08
111,4,93,3,233.96,701.88
111,5,88,5,995.17,4975.85
111,6,83,3,169.30,507.90
111,7,89,2,440.91,881.82
111,8,34,3,536.47,1609.41
111,9,79,3,90.23,270.69
112,1,62,1,752.12,752.12
112,2,45,5,398.65,1993.25
112,3,72,5,541.68,2708.40
112,4,93,4,233.96,935.84
112,5,36,4,273.60,1094.40
112,6,37,3,223.52,670.56
113,1,37,1,223.52,223.52
114,1,28,5,383.23,1916.15
114,2,26,5,774.20,3871.00
114,3,69,2,842.46,1684.92
114,4,35,2,167.59,335.18
114,5,72,1,541.68,541.68
114,6,90,5,454.23,2271.15
114,7,18,2,605.71,1211.42
114,8,14,2,281.48,562.96
115,1,92,1,25.93,25.93
115,2,61,5,683.30,3416.50
115,3,13,2,699.65,1399.30
115,4,88,4,995.17,3980.68
115,5,99,4,541.54,2166.16
115,6,18,4,605.71,2422.84
116,1,37,5,223.52,1117.60
116,2,83,2,169.30,338.60
116,3,8,5,604.01,3020.05
116,4,99,1,541.54,541.54
116,5,12,2,760.01,1520.02
116,6,84,4,873.07,3492.28
117,1,64,5,162.37,811.85
117,2,24,5,579.47,2897.35
117,3,96,1,860.34,860.34
117,4,38,3,843.64,2530.92
117,5,5,3,91.50,274.50
117,6,2,4,742.84,2971.36
117,7,39,5,232.90,1164.50
118,1,60,3,681.88,2045.64
118,2,35,2,167.59,335.18
118,3,25,1,50.60,50.60
118,4,15,3,957.43,2872.29
118,5,43,3,876.99,2630.97
118,6,21,5,83.41,417.05
118,7,94,2,12.15,24.30
118,8,59,2,861.48,1722.96
118,9,83,5,169.30,846.50
119,1,42,1,913.57,913.57
119,2,12,3,760.01,2280.03
119,3,52,4,511.98,2047.92
119,4,86,2,756.49,1512.98
119,5,13,4,699.65,2798.60
119,6,24,3,579.47,1738.41
119,7,18,3,605.71,1817.13
119,8,62,3,752.12,2256.36
119,9,32,5,703.31,3516.55
120,1,84,1,873.07,873.07
120,2,47,4,250.39,1001.56
120,3,89,3,440.91,1322.73
120,4,31,2,213.46,426.92
120,5,8,4,604.01,2416.04
121,1,82,3,661.45,1984.35
121,2,38,5,843.64,4218.20
122,1,20,4,129.20,516.80
122,2,59,5,861.48,4307.40
122,3,96,2,860.34,1720.68
122,4,78,2,878.62,1757.24
122,5,48,5,541.28,2706.40
122,6,54,1,157.08,157.08
122,7,90,5,454.23,2271.15
122,8,71,4,377.04,1508.16
123,1,15,5,957.43,4787.15
123,2,8,4,604.01,2416.04
123,3,71,1,377.04,377.04
123,4,65,2,954.05,1908.10
123,5,26,5,774.20,3871.00
123,6,74,4,327.54,1310.16
123,7,69,1,842.46,842.46
123,8,20,5,129.20,646.00
123,9,22,4,830.26,3321.04
123,10,42,1,913.57,913.57
124,1,59,1,861.48,861.48
124,2,73,4,918.90,3675.60
124,3,8,3,604.01,1812.03
124,4,72,1,541.68,541.68
124,5,60,2,681.88,1363.76
124,6,87,5,714.38,3571.90
124,7,40,1,806.02,806.02
125,1,70,1,610.93,610.93
125,2,8,4,604.01,2416.04
126,1,99,4,541.54,2166.16
126,2,18,3,605.71,1817.13
126,3,83,4,169.30,677.20
127,1,88,5,995.17,4975.85
127,2,85,2,964.54,1929.08
128,1,69,2,842.46,1684.92
128,2,51,2,997.34,1994.68
128,3,68,1,871.17,871.17
129,1,87,4,714.38,2857.52
129,2,93,3,233.96,701.88
129,3,70,2,610.93,1221.86
129,4,55,3,793.12,2379.36
129,5,69,2,842.46,1684.92
129,6,49,1,431.29,431.29
129,7,30,1,166.84,166.84
129,8,32,4,703.31,2813.24
130,1,9,4,202.84,811.36
130,2,13,5,699.65,3498.25
130,3,77,1,243.26,243.26
130,4,5,2,91.50,183.00
131,1,30,3,166.84,500.52
131,2,70,2,610.93,1221.86
131,3,28,5,383.23,1916.15
131,4,97,3,516.59,1549.77
131,5,100,5,578.33,2891.65
131,6,8,5,604.01,3020.05
131,7,18,3,605.71,1817.13
131,8,65,2,954.05,1908.10
132,1,53,5,757.00,3785.00
132,2,39,5,232.90,1164.50
132,3,36,2,273.60,547.20
132,4,8,4,604.01,2416.04
133,1,83,4,169.30,677.20
133,2,86,4,756.49,3025.96
133,3,49,2,431.29,862.58
133,4,68,3,871.17,2613.51
133,5,41,4,271.40,1085.60
133,6,90,2,454.23,908.46
134,1,29,4,637.51,2550.04
134,2,39,1,232.90,232.90
134,3,91,5,228.57,1142.85
134,4,19,4,731.08,2924.32
135,1,50,2,402.40,804.80
135,2,32,3,703.31,2109.93
135,3,33,1,611.09,611.09
136,1,69,2,842.46,1684.92
136,2,93,1,233.96,233.96
137,1,6,2,36.62,73.24
137,2,10,3,422.42,1267.26
137,3,25,3,50.60,151.80
137,4,98,1,670.63,670.63
137,5,76,2,879.33,1758.66
137,6,93,2,233.96,467.92
137,7,86,1,756.49,756.49
137,8,72,4,541.68,2166.72
137,9,28,2,383.23,766.46
137,10,62,5,752.12,3760.60
138,1,71,4,377.04,1508.16
138,2,42,4,913.57,3654.28
138,3,100,5,578.33,2891.65
138,4,37,3,223.52,670.56
139,1,64,3,162.37,487.11
139,2,60,4,681.88,2727.52
139,3,13,1,699.65,699.65
139,4,93,5,233.96,1169.80
139,5,61,2,683.30,1366.60
139,6,98,2,670.63,1341.26
139,7,41,1,271.40,271.40
139,8,27,3,856.04,2568.12
139,9,48,5,541.28,2706.40
140,1,38,2,843.64,1687.28
140,2,20,4,129.20,516.80
140,3,26,5,774.20,3871.00
140,4,43,3,876.99,2630.97
140,5,30,3,166.84,500.52
140,6,49,4,431.29,1725.16
140,7,73,4,918.90,3675.60
141,1,18,4,605.71,2422.84
141,2,93,2,233.96,467.92
141,3,70,5,610.93,3054.65
142,1,10,1,422.42,422.42
143,1,81,2,767.01,1534.02
143,2,30,1,166.84,166.84
143,3,9,2,202.84,405.68
144,1,80,5,816.94,4084.70
145,1,1,5,641.23,3206.15
146,1,68,3,871.17,2613.51
147,1,90,2,454.23,908.46
147,2,87,5,714.38,3571.90
147,3,56,5,598.43,2992.15
147,4,23,3,886.02,2658.06
147,5,14,3,281.48,844.44
147,6,13,3,699.65,2098.95
147,7,68,4,871.17,3484.68
147,8,20,1,129.20,129.20
147,9,31,3,213.46,640.38
148,1,90,1,454.23,454.23
148,2,29,1,637.51,637.51
148,3,39,1,232.90,232.90
148,4,88,4,995.17,3980.68
149,1,8,3,604.01,1812.03
149,2,82,5,661.45,3307.25
149,3,2,1,742.84,742.84
149,4,90,5,454.23,2271.15
149,5,22,1,830.26,830.26
149,6,11,2,591.32,1182.64
149,7,64,2,162.37,324.74
149,8,56,5,598.43,2992.15
150,1,88,5,995.17,4975.85
150,2,36,5,273.60,1368.00
151,1,3,4,227.09,908.36
151,2,27,1,856.04,856.04
151,3,76,3,879.33,2637.99
151,4,19,2,731.08,1462.16
151,5,97,5,516.59,2582.95
151,6,92,2,25.93,51.86
152,1,50,1,402.40,402.40
152,2,97,5,516.59,2582.95
152,3,95,3,232.80,698.40
152,4,18,1,605.71,605.71
152,5,89,1,440.91,440.91
152,6,93,4,233.96,935.84
153,1,99,4,541.54,2166.16
153,2,79,2,90.23,180.46
153,3,77,3,243.26,729.78
153,4,51,5,997.34,4986.70
153,5,100,4,578.33,2313.32
153,6,42,4,913.57,3654.28
